192.168.169.59:2017-03-13T16:15:05Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:15:04" [deviceTime]="Mar 13 2017 16:15:04" [msg]="Network connection detected:UtcTime: 2017-03-13 16:15:03.066ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36046DestinationPortName: "
192.168.169.59:2017-03-15T04:11:08Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:11:07" [deviceTime]="Mar 15 2017 04:11:07" [msg]="Network connection detected:UtcTime: 2017-03-15 04:11:06.368ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49595SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:17:08Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:17:07" [deviceTime]="Mar 15 2017 04:17:07" [msg]="Network connection detected:UtcTime: 2017-03-15 04:17:06.461ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49640SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:23:08Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:23:07" [deviceTime]="Mar 15 2017 04:23:07" [msg]="Network connection detected:UtcTime: 2017-03-15 04:23:06.525ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49679SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:29:08Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:29:07" [deviceTime]="Mar 15 2017 04:29:07" [msg]="Network connection detected:UtcTime: 2017-03-15 04:29:06.651ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49711SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:35:08Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:35:07" [deviceTime]="Mar 15 2017 04:35:07" [msg]="Network connection detected:UtcTime: 2017-03-15 04:35:06.744ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49759SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:41:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:41:08" [deviceTime]="Mar 15 2017 04:41:08" [msg]="Network connection detected:UtcTime: 2017-03-15 04:41:06.840ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49784SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:47:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:47:08" [deviceTime]="Mar 15 2017 04:47:08" [msg]="Network connection detected:UtcTime: 2017-03-15 04:47:06.966ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49809SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:53:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:53:08" [deviceTime]="Mar 15 2017 04:53:08" [msg]="Network connection detected:UtcTime: 2017-03-15 04:53:07.044ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49844SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T04:59:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 04:59:08" [deviceTime]="Mar 15 2017 04:59:08" [msg]="Network connection detected:UtcTime: 2017-03-15 04:59:07.155ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49876SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:05:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:05:08" [deviceTime]="Mar 15 2017 05:05:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:05:07.249ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49924SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:11:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:11:08" [deviceTime]="Mar 15 2017 05:11:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:11:07.346ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49959SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:17:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:17:08" [deviceTime]="Mar 15 2017 05:17:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:17:07.423ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 49984SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:23:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:23:08" [deviceTime]="Mar 15 2017 05:23:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:23:07.517ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50017SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:29:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:29:08" [deviceTime]="Mar 15 2017 05:29:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:29:07.626ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50059SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:35:10Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:35:08" [deviceTime]="Mar 15 2017 05:35:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:35:07.722ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50109SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:41:09Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:41:08" [deviceTime]="Mar 15 2017 05:41:08" [msg]="Network connection detected:UtcTime: 2017-03-15 05:41:07.833ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50162SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:47:10Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:47:09" [deviceTime]="Mar 15 2017 05:47:09" [msg]="Network connection detected:UtcTime: 2017-03-15 05:47:07.925ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50187SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:53:10Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:53:09" [deviceTime]="Mar 15 2017 05:53:09" [msg]="Network connection detected:UtcTime: 2017-03-15 05:53:08.036ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50212SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T05:59:10Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 05:59:09" [deviceTime]="Mar 15 2017 05:59:09" [msg]="Network connection detected:UtcTime: 2017-03-15 05:59:08.146ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 50254SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T06:00:05Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 06:00:04" [deviceTime]="Mar 15 2017 06:00:04" [msg]="Network connection detected:UtcTime: 2017-03-15 06:00:03.029ProcessGuid: {0031B1CC-D860-58C8-0000-0010817A2401}ProcessId: 29948Image: C:\\Windows\\System32\\wsqmcons.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 50260SourcePortName: DestinationIsIpv6: falseDestinationIp: 65.55.252.93DestinationHostname: DestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-15T06:00:07Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 15 2017 06:00:06" [deviceTime]="Mar 15 2017 06:00:06" [msg]="Network connection detected:UtcTime: 2017-03-15 06:00:05.399ProcessGuid: {0031B1CC-D860-58C8-0000-0010817A2401}ProcessId: 29948Image: C:\\Windows\\System32\\wsqmcons.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 50261SourcePortName: DestinationIsIpv6: falseDestinationIp: 217.212.238.26DestinationHostname: DestinationPort: 80DestinationPortName: http"
